"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","528","basic test","chromium","Sun May 25 04:19:08 GMT 2025","passed","Sun May 25 04:19:08 GMT 2025","","example.spec.ts","",""
